index,video_id,text,start,duration,title,description,url,duration,view_count,thumbnails 
343,PXJItJWwwI4,"thương thuần khiết. Về phần chú đàn, chú",801.839,4.44,"Đi Qua Hoa Cúc: Khi Bạn Phải Làm ""Shipper Tình"" Cho Crush và Tình Địch | Tóm Tắt | Nguyễn Nhật Ánh","💔 Đừng xem nếu bạn sợ tan vỡ! Chúng ta sẽ cùng đi qua từng cung bậc cảm xúc của Trường, từ rung động đầu đời trong veo đến cú sốc vỡ nát con...",https://www.youtube.com/watch?v=xN1LqsaxcQI,4.44,2,"[{'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE1CKgBEF5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGEAgYShlMA8=&rs=AOn4CLCxU0nsps4xc6cc7Nk442YkqVU32Q', 'height': 94, 'width': 168}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE1CMQBEG5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGEAgYShlMA8=&rs=AOn4CLD5Lh_AgH-tOv30T_I1LhyIAKlgXA', 'height': 110, 'width': 196}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE2CPYBEIoBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhAIGEoZTAP&rs=AOn4CLCWOUy5hZdko8HTjGcYwY5Fc1VQ-Q', 'height': 138, 'width': 246}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhAIGEoZTAP&rs=AOn4CLBP86k_Kv9A3dPIU9h-E8XNNhnuPg', 'height': 188, 'width': 336}]"
344,PXJItJWwwI4,đã được thầy nhãn chấp nhận và sẽ sớm,804.24,4.48,"Đi Qua Hoa Cúc: Khi Bạn Phải Làm ""Shipper Tình"" Cho Crush và Tình Địch | Tóm Tắt | Nguyễn Nhật Ánh","💔 Đừng xem nếu bạn sợ tan vỡ! Chúng ta sẽ cùng đi qua từng cung bậc cảm xúc của Trường, từ rung động đầu đời trong veo đến cú sốc vỡ nát con...",https://www.youtube.com/watch?v=xN1LqsaxcQI,4.48,2,"[{'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE1CKgBEF5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGEAgYShlMA8=&rs=AOn4CLCxU0nsps4xc6cc7Nk442YkqVU32Q', 'height': 94, 'width': 168}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE1CMQBEG5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGEAgYShlMA8=&rs=AOn4CLD5Lh_AgH-tOv30T_I1LhyIAKlgXA', 'height': 110, 'width': 196}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE2CPYBEIoBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhAIGEoZTAP&rs=AOn4CLCWOUy5hZdko8HTjGcYwY5Fc1VQ-Q', 'height': 138, 'width': 246}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhAIGEoZTAP&rs=AOn4CLBP86k_Kv9A3dPIU9h-E8XNNhnuPg', 'height': 188, 'width': 336}]"
345,PXJItJWwwI4,trở về với chị Vinh. Gia đình mận cũng,806.279,4.521,"Đi Qua Hoa Cúc: Khi Bạn Phải Làm ""Shipper Tình"" Cho Crush và Tình Địch | Tóm Tắt | Nguyễn Nhật Ánh","💔 Đừng xem nếu bạn sợ tan vỡ! Chúng ta sẽ cùng đi qua từng cung bậc cảm xúc của Trường, từ rung động đầu đời trong veo đến cú sốc vỡ nát con...",https://www.youtube.com/watch?v=xN1LqsaxcQI,4.521,2,"[{'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE1CKgBEF5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGEAgYShlMA8=&rs=AOn4CLCxU0nsps4xc6cc7Nk442YkqVU32Q', 'height': 94, 'width': 168}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE1CMQBEG5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGEAgYShlMA8=&rs=AOn4CLD5Lh_AgH-tOv30T_I1LhyIAKlgXA', 'height': 110, 'width': 196}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE2CPYBEIoBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhAIGEoZTAP&rs=AOn4CLCWOUy5hZdko8HTjGcYwY5Fc1VQ-Q', 'height': 138, 'width': 246}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhAIGEoZTAP&rs=AOn4CLBP86k_Kv9A3dPIU9h-E8XNNhnuPg', 'height': 188, 'width': 336}]"
346,PXJItJWwwI4,tìm được ba. Ông không bị bệnh phong mà,808.72,4.359,"Đi Qua Hoa Cúc: Khi Bạn Phải Làm ""Shipper Tình"" Cho Crush và Tình Địch | Tóm Tắt | Nguyễn Nhật Ánh","💔 Đừng xem nếu bạn sợ tan vỡ! Chúng ta sẽ cùng đi qua từng cung bậc cảm xúc của Trường, từ rung động đầu đời trong veo đến cú sốc vỡ nát con...",https://www.youtube.com/watch?v=xN1LqsaxcQI,4.359,2,"[{'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE1CKgBEF5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGEAgYShlMA8=&rs=AOn4CLCxU0nsps4xc6cc7Nk442YkqVU32Q', 'height': 94, 'width': 168}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE1CMQBEG5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGEAgYShlMA8=&rs=AOn4CLD5Lh_AgH-tOv30T_I1LhyIAKlgXA', 'height': 110, 'width': 196}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE2CPYBEIoBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhAIGEoZTAP&rs=AOn4CLCWOUy5hZdko8HTjGcYwY5Fc1VQ-Q', 'height': 138, 'width': 246}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhAIGEoZTAP&rs=AOn4CLBP86k_Kv9A3dPIU9h-E8XNNhnuPg', 'height': 188, 'width': 336}]"
347,PXJItJWwwI4,chỉ bị vảy nền. Cả nhà họ cũng sẽ quay,810.8,4.56,"Đi Qua Hoa Cúc: Khi Bạn Phải Làm ""Shipper Tình"" Cho Crush và Tình Địch | Tóm Tắt | Nguyễn Nhật Ánh","💔 Đừng xem nếu bạn sợ tan vỡ! Chúng ta sẽ cùng đi qua từng cung bậc cảm xúc của Trường, từ rung động đầu đời trong veo đến cú sốc vỡ nát con...",https://www.youtube.com/watch?v=xN1LqsaxcQI,4.56,2,"[{'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE1CKgBEF5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGEAgYShlMA8=&rs=AOn4CLCxU0nsps4xc6cc7Nk442YkqVU32Q', 'height': 94, 'width': 168}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE1CMQBEG5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGEAgYShlMA8=&rs=AOn4CLD5Lh_AgH-tOv30T_I1LhyIAKlgXA', 'height': 110, 'width': 196}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE2CPYBEIoBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhAIGEoZTAP&rs=AOn4CLCWOUy5hZdko8HTjGcYwY5Fc1VQ-Q', 'height': 138, 'width': 246}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhAIGEoZTAP&rs=AOn4CLBP86k_Kv9A3dPIU9h-E8XNNhnuPg', 'height': 188, 'width': 336}]"
348,PXJItJWwwI4,về làng. Mọi thứ dường như đang trở lại,813.079,5.281,"Đi Qua Hoa Cúc: Khi Bạn Phải Làm ""Shipper Tình"" Cho Crush và Tình Địch | Tóm Tắt | Nguyễn Nhật Ánh","💔 Đừng xem nếu bạn sợ tan vỡ! Chúng ta sẽ cùng đi qua từng cung bậc cảm xúc của Trường, từ rung động đầu đời trong veo đến cú sốc vỡ nát con...",https://www.youtube.com/watch?v=xN1LqsaxcQI,5.281,2,"[{'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE1CKgBEF5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGEAgYShlMA8=&rs=AOn4CLCxU0nsps4xc6cc7Nk442YkqVU32Q', 'height': 94, 'width': 168}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE1CMQBEG5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGEAgYShlMA8=&rs=AOn4CLD5Lh_AgH-tOv30T_I1LhyIAKlgXA', 'height': 110, 'width': 196}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE2CPYBEIoBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhAIGEoZTAP&rs=AOn4CLCWOUy5hZdko8HTjGcYwY5Fc1VQ-Q', 'height': 138, 'width': 246}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhAIGEoZTAP&rs=AOn4CLBP86k_Kv9A3dPIU9h-E8XNNhnuPg', 'height': 188, 'width': 336}]"
349,PXJItJWwwI4,"đúng quỹ đạo của nó, bình yên và đẹp đẽ.",815.36,5.2,"Đi Qua Hoa Cúc: Khi Bạn Phải Làm ""Shipper Tình"" Cho Crush và Tình Địch | Tóm Tắt | Nguyễn Nhật Ánh","💔 Đừng xem nếu bạn sợ tan vỡ! Chúng ta sẽ cùng đi qua từng cung bậc cảm xúc của Trường, từ rung động đầu đời trong veo đến cú sốc vỡ nát con...",https://www.youtube.com/watch?v=xN1LqsaxcQI,5.2,2,"[{'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE1CKgBEF5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGEAgYShlMA8=&rs=AOn4CLCxU0nsps4xc6cc7Nk442YkqVU32Q', 'height': 94, 'width': 168}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE1CMQBEG5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGEAgYShlMA8=&rs=AOn4CLD5Lh_AgH-tOv30T_I1LhyIAKlgXA', 'height': 110, 'width': 196}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE2CPYBEIoBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhAIGEoZTAP&rs=AOn4CLCWOUy5hZdko8HTjGcYwY5Fc1VQ-Q', 'height': 138, 'width': 246}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhAIGEoZTAP&rs=AOn4CLBP86k_Kv9A3dPIU9h-E8XNNhnuPg', 'height': 188, 'width': 336}]"
350,PXJItJWwwI4,"Những câu hỏi vẫn còn đó, thiểu có đáng",818.36,4.56,"Đi Qua Hoa Cúc: Khi Bạn Phải Làm ""Shipper Tình"" Cho Crush và Tình Địch | Tóm Tắt | Nguyễn Nhật Ánh","💔 Đừng xem nếu bạn sợ tan vỡ! Chúng ta sẽ cùng đi qua từng cung bậc cảm xúc của Trường, từ rung động đầu đời trong veo đến cú sốc vỡ nát con...",https://www.youtube.com/watch?v=xN1LqsaxcQI,4.56,2,"[{'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE1CKgBEF5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGEAgYShlMA8=&rs=AOn4CLCxU0nsps4xc6cc7Nk442YkqVU32Q', 'height': 94, 'width': 168}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE1CMQBEG5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGEAgYShlMA8=&rs=AOn4CLD5Lh_AgH-tOv30T_I1LhyIAKlgXA', 'height': 110, 'width': 196}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE2CPYBEIoBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhAIGEoZTAP&rs=AOn4CLCWOUy5hZdko8HTjGcYwY5Fc1VQ-Q', 'height': 138, 'width': 246}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhAIGEoZTAP&rs=AOn4CLBP86k_Kv9A3dPIU9h-E8XNNhnuPg', 'height': 188, 'width': 336}]"
351,PXJItJWwwI4,được tha thứ không? Đây là câu hỏi mà,820.56,4.68,"Đi Qua Hoa Cúc: Khi Bạn Phải Làm ""Shipper Tình"" Cho Crush và Tình Địch | Tóm Tắt | Nguyễn Nhật Ánh","💔 Đừng xem nếu bạn sợ tan vỡ! Chúng ta sẽ cùng đi qua từng cung bậc cảm xúc của Trường, từ rung động đầu đời trong veo đến cú sốc vỡ nát con...",https://www.youtube.com/watch?v=xN1LqsaxcQI,4.68,2,"[{'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE1CKgBEF5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGEAgYShlMA8=&rs=AOn4CLCxU0nsps4xc6cc7Nk442YkqVU32Q', 'height': 94, 'width': 168}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE1CMQBEG5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGEAgYShlMA8=&rs=AOn4CLD5Lh_AgH-tOv30T_I1LhyIAKlgXA', 'height': 110, 'width': 196}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE2CPYBEIoBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhAIGEoZTAP&rs=AOn4CLCWOUy5hZdko8HTjGcYwY5Fc1VQ-Q', 'height': 138, 'width': 246}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhAIGEoZTAP&rs=AOn4CLBP86k_Kv9A3dPIU9h-E8XNNhnuPg', 'height': 188, 'width': 336}]"
352,PXJItJWwwI4,Nguyễn Nhật Ánh không trả lời thẳng. Ông,822.92,4.8,"Đi Qua Hoa Cúc: Khi Bạn Phải Làm ""Shipper Tình"" Cho Crush và Tình Địch | Tóm Tắt | Nguyễn Nhật Ánh","💔 Đừng xem nếu bạn sợ tan vỡ! Chúng ta sẽ cùng đi qua từng cung bậc cảm xúc của Trường, từ rung động đầu đời trong veo đến cú sốc vỡ nát con...",https://www.youtube.com/watch?v=xN1LqsaxcQI,4.8,2,"[{'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE1CKgBEF5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGEAgYShlMA8=&rs=AOn4CLCxU0nsps4xc6cc7Nk442YkqVU32Q', 'height': 94, 'width': 168}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE1CMQBEG5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGEAgYShlMA8=&rs=AOn4CLD5Lh_AgH-tOv30T_I1LhyIAKlgXA', 'height': 110, 'width': 196}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE2CPYBEIoBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhAIGEoZTAP&rs=AOn4CLCWOUy5hZdko8HTjGcYwY5Fc1VQ-Q', 'height': 138, 'width': 246}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhAIGEoZTAP&rs=AOn4CLBP86k_Kv9A3dPIU9h-E8XNNhnuPg', 'height': 188, 'width': 336}]"
353,PXJItJWwwI4,để cho độc giả tự quyết định. Có người,825.24,4.76,"Đi Qua Hoa Cúc: Khi Bạn Phải Làm ""Shipper Tình"" Cho Crush và Tình Địch | Tóm Tắt | Nguyễn Nhật Ánh","💔 Đừng xem nếu bạn sợ tan vỡ! Chúng ta sẽ cùng đi qua từng cung bậc cảm xúc của Trường, từ rung động đầu đời trong veo đến cú sốc vỡ nát con...",https://www.youtube.com/watch?v=xN1LqsaxcQI,4.76,2,"[{'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE1CKgBEF5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGEAgYShlMA8=&rs=AOn4CLCxU0nsps4xc6cc7Nk442YkqVU32Q', 'height': 94, 'width': 168}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE1CMQBEG5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGEAgYShlMA8=&rs=AOn4CLD5Lh_AgH-tOv30T_I1LhyIAKlgXA', 'height': 110, 'width': 196}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE2CPYBEIoBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhAIGEoZTAP&rs=AOn4CLCWOUy5hZdko8HTjGcYwY5Fc1VQ-Q', 'height': 138, 'width': 246}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhAIGEoZTAP&rs=AOn4CLBP86k_Kv9A3dPIU9h-E8XNNhnuPg', 'height': 188, 'width': 336}]"
354,PXJItJWwwI4,nói thiều chỉ là một đứa trẻ chưa hiểu,827.72,4.76,"Đi Qua Hoa Cúc: Khi Bạn Phải Làm ""Shipper Tình"" Cho Crush và Tình Địch | Tóm Tắt | Nguyễn Nhật Ánh","💔 Đừng xem nếu bạn sợ tan vỡ! Chúng ta sẽ cùng đi qua từng cung bậc cảm xúc của Trường, từ rung động đầu đời trong veo đến cú sốc vỡ nát con...",https://www.youtube.com/watch?v=xN1LqsaxcQI,4.76,2,"[{'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE1CKgBEF5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGEAgYShlMA8=&rs=AOn4CLCxU0nsps4xc6cc7Nk442YkqVU32Q', 'height': 94, 'width': 168}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE1CMQBEG5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGEAgYShlMA8=&rs=AOn4CLD5Lh_AgH-tOv30T_I1LhyIAKlgXA', 'height': 110, 'width': 196}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE2CPYBEIoBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhAIGEoZTAP&rs=AOn4CLCWOUy5hZdko8HTjGcYwY5Fc1VQ-Q', 'height': 138, 'width': 246}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhAIGEoZTAP&rs=AOn4CLBP86k_Kv9A3dPIU9h-E8XNNhnuPg', 'height': 188, 'width': 336}]"
355,PXJItJWwwI4,hết hậu quả của hành động mình. Có người,830.0,4.8,"Đi Qua Hoa Cúc: Khi Bạn Phải Làm ""Shipper Tình"" Cho Crush và Tình Địch | Tóm Tắt | Nguyễn Nhật Ánh","💔 Đừng xem nếu bạn sợ tan vỡ! Chúng ta sẽ cùng đi qua từng cung bậc cảm xúc của Trường, từ rung động đầu đời trong veo đến cú sốc vỡ nát con...",https://www.youtube.com/watch?v=xN1LqsaxcQI,4.8,2,"[{'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE1CKgBEF5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGEAgYShlMA8=&rs=AOn4CLCxU0nsps4xc6cc7Nk442YkqVU32Q', 'height': 94, 'width': 168}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE1CMQBEG5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGEAgYShlMA8=&rs=AOn4CLD5Lh_AgH-tOv30T_I1LhyIAKlgXA', 'height': 110, 'width': 196}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE2CPYBEIoBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhAIGEoZTAP&rs=AOn4CLCWOUy5hZdko8HTjGcYwY5Fc1VQ-Q', 'height': 138, 'width': 246}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhAIGEoZTAP&rs=AOn4CLBP86k_Kv9A3dPIU9h-E8XNNhnuPg', 'height': 188, 'width': 336}]"
356,PXJItJWwwI4,nói thiều đã nhận ra lỗi lầm và hối hận,832.48,4.68,"Đi Qua Hoa Cúc: Khi Bạn Phải Làm ""Shipper Tình"" Cho Crush và Tình Địch | Tóm Tắt | Nguyễn Nhật Ánh","💔 Đừng xem nếu bạn sợ tan vỡ! Chúng ta sẽ cùng đi qua từng cung bậc cảm xúc của Trường, từ rung động đầu đời trong veo đến cú sốc vỡ nát con...",https://www.youtube.com/watch?v=xN1LqsaxcQI,4.68,2,"[{'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE1CKgBEF5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGEAgYShlMA8=&rs=AOn4CLCxU0nsps4xc6cc7Nk442YkqVU32Q', 'height': 94, 'width': 168}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE1CMQBEG5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGEAgYShlMA8=&rs=AOn4CLD5Lh_AgH-tOv30T_I1LhyIAKlgXA', 'height': 110, 'width': 196}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE2CPYBEIoBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhAIGEoZTAP&rs=AOn4CLCWOUy5hZdko8HTjGcYwY5Fc1VQ-Q', 'height': 138, 'width': 246}, {'url': 'https://i.ytimg.com/vi/xN1LqsaxcQI/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhAIGEoZTAP&rs=AOn4CLBP86k_Kv9A3dPIU9h-E8XNNhnuPg', 'height': 188, 'width': 336}]"
